ORDERDATE,SHIPDATE,ORDERNUMBER,ORDERLINENUMBER,PRODUCTCODE,PRODUCTLINE,MSRP,CUSTOMERID,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,QUANTITYORDERED,PRICEEACH,SALES,STATUS
2022-07-01,2022-07-05,10134,7,S24_2000,Motorcycles,76,1006725,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Kwai,43,83.03,3570.29,Shipped
2022-07-02,2022-07-06,10135,7,S12_1099,Classic Cars,194,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,42,100,8009,Shipped
2022-07-02,2022-07-06,10135,5,S12_3380,Classic Cars,117,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,48,100,6031.68,Shipped
2022-07-02,2022-07-06,10135,8,S12_3990,Classic Cars,79,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,24,75.01,1800.24,Shipped
2022-07-02,2022-07-06,10135,4,S12_4675,Classic Cars,115,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,29,97.89,2838.81,Shipped
2022-07-02,2022-07-06,10135,3,S18_1889,Classic Cars,77,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,48,79.31,3806.88,Shipped
2022-07-02,2022-07-06,10135,10,S18_3278,Classic Cars,80,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,45,78,3510,Shipped
2022-07-02,2022-07-06,10135,9,S18_3482,Classic Cars,146,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,42,100,5432.7,Shipped
2022-07-02,2022-07-06,10135,13,S18_3782,Motorcycles,62,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,45,50.36,2266.2,Shipped
2022-07-02,2022-07-06,10135,12,S18_4721,Classic Cars,148,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,31,100,4705.18,Shipped
2022-07-02,2022-07-06,10135,16,S24_2360,Motorcycles,69,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,29,61.64,1787.56,Shipped
2022-07-02,2022-07-06,10135,1,S24_2972,Classic Cars,37,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,20,35.87,717.4,Shipped
2022-07-02,2022-07-06,10135,6,S24_3371,Classic Cars,61,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,27,66.13,1785.51,Shipped
2022-07-02,2022-07-06,10135,2,S24_3856,Classic Cars,140,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,47,100,6336.07,Shipped
2022-07-02,2022-07-06,10135,11,S24_4620,Classic Cars,80,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,23,87.31,2008.13,Shipped
2022-07-02,2022-07-06,10135,14,S32_2206,Motorcycles,40,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,33,40.23,1327.59,Shipped
2022-07-02,2022-07-06,10135,17,S32_4485,Motorcycles,102,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,30,89.8,2694,Shipped
2022-07-02,2022-07-06,10135,15,S50_4713,Motorcycles,81,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,44,96,4224,Shipped
2022-07-02,2022-07-06,10265,2,S18_3278,Classic Cars,80,1006810,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Thomas,45,86.84,3907.8,Shipped
2022-07-02,2022-07-06,10265,1,S18_3482,Classic Cars,146,1006810,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Thomas,49,100,8427,Shipped
2022-07-04,2022-07-08,10136,2,S18_1129,Classic Cars,141,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,25,100,3644.75,Shipped
2022-07-04,2022-07-08,10136,1,S18_1984,Classic Cars,142,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,36,100,5274.72,Shipped
2022-07-04,2022-07-08,10136,3,S18_3232,Classic Cars,169,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,41,100,8332,Shipped
2022-07-06,2022-07-10,10266,14,S12_1099,Classic Cars,194,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,44,100,9160,Shipped
2022-07-06,2022-07-10,10266,12,S12_3380,Classic Cars,117,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,22,100,2454.54,Shipped
2022-07-06,2022-07-10,10266,15,S12_3990,Classic Cars,79,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,35,76.61,2681.35,Shipped
2022-07-06,2022-07-10,10266,11,S12_4675,Classic Cars,115,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,40,100,4468.4,Shipped
2022-07-06,2022-07-10,10266,6,S18_1129,Classic Cars,141,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,21,100,2526.51,Shipped
2022-07-06,2022-07-10,10266,2,S18_1589,Classic Cars,124,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,36,100,5196.6,Shipped
2022-07-06,2022-07-10,10266,10,S18_1889,Classic Cars,77,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,33,74.69,2464.77,Shipped
2022-07-06,2022-07-10,10266,5,S18_1984,Classic Cars,142,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,49,100,6203.4,Shipped
2022-07-06,2022-07-10,10266,3,S18_2870,Classic Cars,132,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,20,100,2824.8,Shipped
2022-07-06,2022-07-10,10266,7,S18_3232,Classic Cars,169,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,29,100,4812.55,Shipped
2022-07-06,2022-07-10,10266,4,S18_3685,Classic Cars,141,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,33,100,5035.14,Shipped
2022-07-06,2022-07-10,10266,1,S24_1628,Classic Cars,50,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,28,48.3,1352.4,Shipped
2022-07-06,2022-07-10,10266,8,S24_2972,Classic Cars,37,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,34,40.4,1373.6,Shipped
2022-07-06,2022-07-10,10266,13,S24_3371,Classic Cars,61,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,47,62.45,2935.15,Shipped
2022-07-06,2022-07-10,10266,9,S24_3856,Classic Cars,140,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,24,100,2932.08,Shipped
2022-07-07,2022-07-11,10267,1,S18_4933,Classic Cars,71,1006797,Muscle Machine Inc,NYC,USA,NA,Young,Tony,36,75.55,2719.8,Shipped
2022-07-07,2022-07-11,10267,5,S24_1046,Classic Cars,73,1006797,Muscle Machine Inc,NYC,USA,NA,Young,Tony,40,80.1,3204,Shipped
2022-07-07,2022-07-11,10267,3,S24_2766,Classic Cars,90,1006797,Muscle Machine Inc,NYC,USA,NA,Young,Tony,38,87.24,3315.12,Shipped
2022-07-07,2022-07-11,10267,2,S24_2887,Classic Cars,117,1006797,Muscle Machine Inc,NYC,USA,NA,Young,Tony,43,100,4645.72,Shipped
2022-07-07,2022-07-11,10267,4,S24_3191,Classic Cars,85,1006797,Muscle Machine Inc,NYC,USA,NA,Young,Tony,44,96.74,4256.56,Shipped
2022-07-07,2022-07-11,10267,6,S24_3432,Classic Cars,107,1006797,Muscle Machine Inc,NYC,USA,NA,Young,Tony,43,100,5110.98,Shipped
2022-07-10,2022-07-14,10137,2,S18_1589,Classic Cars,124,1006724,Reims Collectables,Reims,France,EMEA,Henriot,Kwai,44,99.55,4380.2,Shipped
2022-07-10,2022-07-14,10137,3,S18_2870,Classic Cars,132,1006724,Reims Collectables,Reims,France,EMEA,Henriot,Kwai,37,100,4346.76,Shipped
2022-07-10,2022-07-14,10137,4,S18_3685,Classic Cars,141,1006724,Reims Collectables,Reims,France,EMEA,Henriot,Kwai,31,100,5124.3,Shipped
2022-07-10,2022-07-14,10137,1,S24_1628,Classic Cars,50,1006724,Reims Collectables,Reims,France,EMEA,Henriot,Kwai,26,49.81,1295.06,Shipped
2022-07-16,2022-07-20,10139,7,S18_1342,Vintage Cars,102,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,31,100,3184.94,Shipped
2022-07-16,2022-07-20,10139,6,S18_1367,Vintage Cars,53,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,49,43.13,2113.37,Shipped
2022-07-16,2022-07-20,10139,8,S18_2795,Vintage Cars,168,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,41,100,7956,Shipped
2022-07-16,2022-07-20,10139,1,S18_2949,Vintage Cars,101,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,46,100,5545.76,Shipped
2022-07-16,2022-07-20,10139,3,S18_2957,Vintage Cars,62,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,20,71.2,1424,Shipped
2022-07-16,2022-07-20,10139,2,S18_3136,Vintage Cars,104,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,20,90.06,1801.2,Shipped
2022-07-16,2022-07-20,10139,5,S18_3320,Vintage Cars,99,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,30,100,3095.4,Shipped
2022-07-16,2022-07-20,10139,4,S24_4258,Vintage Cars,97,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,29,100,3276.13,Shipped
2022-07-16,2022-07-20,10269,1,S18_2957,Vintage Cars,62,1006742,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Julie,32,63.08,2018.56,Shipped
2022-07-16,2022-07-20,10269,2,S24_4258,Vintage Cars,97,1006742,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Julie,48,97.39,4674.72,Shipped
2022-07-19,2022-07-23,10270,9,S10_1949,Classic Cars,214,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,21,100,4905.39,Shipped
2022-07-19,2022-07-23,10270,2,S10_4962,Classic Cars,147,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,32,100,4302.08,Shipped
2022-07-19,2022-07-23,10270,6,S12_1666,Trucks and Buses,136,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,28,100,4094.72,Shipped
2022-07-19,2022-07-23,10270,8,S18_1097,Trucks and Buses,116,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,43,96.84,4164.12,Shipped
2022-07-19,2022-07-23,10270,10,S18_2949,Vintage Cars,101,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,31,96.24,2983.44,Shipped
2022-07-19,2022-07-23,10270,11,S18_3136,Vintage Cars,104,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,38,100,4775.08,Shipped
2022-07-19,2022-07-23,10270,3,S18_4600,Trucks and Buses,121,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,38,100,5383.08,Shipped
2022-07-19,2022-07-23,10270,7,S18_4668,Vintage Cars,50,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,44,58.36,2567.84,Shipped
2022-07-19,2022-07-23,10270,1,S32_1268,Trucks and Buses,96,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,32,85.72,2743.04,Shipped
2022-07-19,2022-07-23,10270,5,S32_3522,Trucks and Buses,64,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,21,63.35,1330.35,Shipped
2022-07-19,2022-07-23,10270,4,S700_2824,Classic Cars,101,1006743,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Julie,46,88,4048,Shipped
2022-07-20,2022-07-24,10272,2,S12_1108,Classic Cars,207,1006741,Diecast Classics Inc.,Allentown,USA,NA,Yu,Julie,35,100,5818.4,Shipped
2022-07-20,2022-07-24,10272,3,S12_3148,Classic Cars,151,1006741,Diecast Classics Inc.,Allentown,USA,NA,Yu,Julie,27,100,4283.01,Shipped
2022-07-20,2022-07-24,10272,1,S12_3891,Classic Cars,173,1006741,Diecast Classics Inc.,Allentown,USA,NA,Yu,Julie,39,100,7962,Shipped
2022-07-20,2022-07-24,10271,5,S12_4473,Trucks and Buses,118,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,31,97.17,3012.27,Shipped
2022-07-20,2022-07-24,10271,4,S18_2238,Classic Cars,163,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,50,100,9169,Shipped
2022-07-20,2022-07-24,10271,8,S18_2319,Trucks and Buses,122,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,50,100,5093.5,Shipped
2022-07-20,2022-07-24,10271,11,S18_2432,Trucks and Buses,60,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,25,69.28,1732,Shipped
2022-07-20,2022-07-24,10271,9,S18_3232,Classic Cars,169,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,20,100,3928.6,Shipped
2022-07-20,2022-07-24,10272,5,S18_4027,Classic Cars,143,1006741,Diecast Classics Inc.,Allentown,USA,NA,Yu,Julie,25,100,3734,Shipped
2022-07-20,2022-07-24,10271,2,S24_1444,Classic Cars,57,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,45,64.74,2913.3,Shipped
2022-07-20,2022-07-24,10271,10,S24_2300,Trucks and Buses,127,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,43,100,5605.05,Shipped
2022-07-20,2022-07-24,10271,6,S24_2840,Classic Cars,35,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,38,41.72,1585.36,Shipped
2022-07-20,2022-07-24,10271,1,S24_4048,Classic Cars,118,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,22,100,3070.54,Shipped
2022-07-20,2022-07-24,10271,7,S32_2509,Trucks and Buses,54,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,35,47.62,1666.7,Shipped
2022-07-20,2022-07-24,10272,6,S32_3207,Trains,62,1006741,Diecast Classics Inc.,Allentown,USA,NA,Yu,Julie,45,64.63,2908.35,Shipped
2022-07-20,2022-07-24,10271,3,S50_1392,Trucks and Buses,115,1006762,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Michael,34,98.39,3345.26,Shipped
2022-07-20,2022-07-24,10272,4,S50_1514,Trains,58,1006741,Diecast Classics Inc.,Allentown,USA,NA,Yu,Julie,43,56.82,2443.26,Shipped
2022-07-21,2022-07-25,10273,4,S10_4757,Classic Cars,136,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,30,100,3508.8,Shipped
2022-07-21,2022-07-25,10274,1,S18_1662,Planes,157,1006764,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Michael,41,100,6724,Shipped
2022-07-21,2022-07-25,10273,2,S18_3029,Ships,86,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,34,98.06,3334.04,Shipped
2022-07-21,2022-07-25,10273,13,S18_3140,Vintage Cars,136,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,40,100,5026.4,Shipped
2022-07-21,2022-07-25,10273,15,S18_3259,Trains,100,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,47,100,5450.59,Shipped
2022-07-21,2022-07-25,10273,1,S18_3856,Vintage Cars,105,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,50,85.75,4287.5,Shipped
2022-07-21,2022-07-25,10273,12,S18_4522,Vintage Cars,87,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,33,71.09,2345.97,Shipped
2022-07-21,2022-07-25,10273,11,S24_2011,Ships,122,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,22,100,2784.76,Shipped
2022-07-21,2022-07-25,10274,2,S24_2841,Planes,68,1006764,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Michael,40,65.08,2603.2,Shipped
2022-07-21,2022-07-25,10273,6,S24_3151,Vintage Cars,88,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,27,100,2796.12,Shipped
2022-07-21,2022-07-25,10274,3,S24_3420,Vintage Cars,65,1006764,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Michael,24,72.33,1735.92,Shipped
2022-07-21,2022-07-25,10273,3,S24_3816,Vintage Cars,83,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,48,83.02,3984.96,Shipped
2022-07-21,2022-07-25,10273,7,S700_1138,Ships,66,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,21,65.34,1372.14,Shipped
2022-07-21,2022-07-25,10273,14,S700_1938,Ships,86,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,21,100,2146.2,Shipped
2022-07-21,2022-07-25,10274,5,S700_2047,Ships,90,1006764,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Michael,24,90.52,2172.48,Shipped
2022-07-21,2022-07-25,10273,5,S700_2610,Ships,72,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,42,62.16,2610.72,Shipped
2022-07-21,2022-07-25,10273,8,S700_3505,Ships,100,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,40,86.15,3446,Shipped
2022-07-21,2022-07-25,10273,9,S700_3962,Ships,99,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,26,100,2969.46,Shipped
2022-07-21,2022-07-25,10274,4,S72_1253,Planes,49,1006764,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Michael,32,58.6,1875.2,Shipped
2022-07-21,2022-07-25,10273,10,S72_3212,Ships,54,1006779,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,37,45.86,1696.82,Shipped
2022-07-23,2022-07-27,10275,1,S10_1678,Motorcycles,95,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,45,92.83,4177.35,Shipped
2022-07-23,2022-07-27,10275,4,S10_2016,Motorcycles,118,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,22,100,2904.44,Shipped
2022-07-23,2022-07-27,10275,3,S10_4698,Motorcycles,193,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,36,100,6901.92,Shipped
2022-07-23,2022-07-27,10275,9,S18_2581,Planes,84,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,35,90.39,3163.65,Shipped
2022-07-23,2022-07-27,10275,5,S18_2625,Motorcycles,60,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,37,63.6,2353.2,Shipped
2022-07-23,2022-07-27,10275,2,S24_1578,Motorcycles,112,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,21,100,2153.76,Shipped
2022-07-23,2022-07-27,10275,11,S24_1785,Planes,109,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,25,95.2,2380,Shipped
2022-07-23,2022-07-27,10275,6,S24_2000,Motorcycles,76,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,30,79.98,2399.4,Shipped
2022-07-23,2022-07-27,10275,18,S24_3949,Planes,68,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,41,81.89,3357.49,Shipped
2022-07-23,2022-07-27,10275,10,S24_4278,Planes,72,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,27,62.31,1682.37,Shipped
2022-07-23,2022-07-27,10275,7,S32_1374,Motorcycles,99,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,23,81.91,1883.93,Shipped
2022-07-23,2022-07-27,10275,12,S32_4289,Vintage Cars,68,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,28,63.97,1791.16,Shipped
2022-07-23,2022-07-27,10275,13,S50_1341,Vintage Cars,43,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,38,45.39,1724.82,Shipped
2022-07-23,2022-07-27,10275,14,S700_1691,Planes,91,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,32,89.51,2864.32,Shipped
2022-07-23,2022-07-27,10275,16,S700_2466,Planes,99,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,39,100,4472.52,Shipped
2022-07-23,2022-07-27,10275,8,S700_2834,Planes,118,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,48,100,6378.72,Shipped
2022-07-23,2022-07-27,10275,15,S700_3167,Planes,80,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,43,73.6,3164.8,Shipped
2022-07-23,2022-07-27,10275,17,S700_4002,Planes,74,1006737,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Kwai,31,72.55,2249.05,Shipped
2022-07-24,2022-07-28,10140,11,S10_1949,Classic Cars,214,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,37,100,7374,Shipped
2022-07-24,2022-07-28,10140,4,S10_4962,Classic Cars,147,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,26,100,3188.12,Shipped
2022-07-24,2022-07-28,10140,8,S12_1666,Trucks and Buses,136,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,38,100,4829.8,Shipped
2022-07-24,2022-07-28,10140,10,S18_1097,Trucks and Buses,116,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,32,100,4181.44,Shipped
2022-07-24,2022-07-28,10140,2,S18_2432,Trucks and Buses,60,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,46,61.99,2851.54,Shipped
2022-07-24,2022-07-28,10140,5,S18_4600,Trucks and Buses,121,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,40,100,4601.2,Shipped
2022-07-24,2022-07-28,10140,9,S18_4668,Vintage Cars,50,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,29,43.27,1254.83,Shipped
2022-07-24,2022-07-28,10140,1,S24_2300,Trucks and Buses,127,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,47,100,5105.14,Shipped
2022-07-24,2022-07-28,10140,3,S32_1268,Trucks and Buses,96,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,26,100,2829.58,Shipped
2022-07-24,2022-07-28,10140,7,S32_3522,Trucks and Buses,64,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,28,60.76,1701.28,Shipped
2022-07-24,2022-07-28,10140,6,S700_2824,Classic Cars,101,1006728,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Kwai,36,100,4114.8,Shipped
2022-08-01,2022-08-05,10141,5,S12_4473,Trucks and Buses,118,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,21,100,2140.11,Shipped
2022-08-01,2022-08-05,10141,4,S18_2238,Classic Cars,163,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,39,100,5938.53,Shipped
2022-08-01,2022-08-05,10141,8,S18_2319,Trucks and Buses,122,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,47,100,6287.66,Shipped
2022-08-01,2022-08-05,10141,9,S18_3232,Classic Cars,169,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,34,100,4836.5,Shipped
2022-08-01,2022-08-05,10141,2,S24_1444,Classic Cars,57,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,20,54.33,1086.6,Shipped
2022-08-01,2022-08-05,10141,6,S24_2840,Classic Cars,35,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,21,42.43,891.03,Shipped
2022-08-01,2022-08-05,10141,1,S24_4048,Classic Cars,118,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,40,94.62,3784.8,Shipped
2022-08-01,2022-08-05,10141,7,S32_2509,Trucks and Buses,54,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,24,45.99,1103.76,Shipped
2022-08-01,2022-08-05,10141,3,S50_1392,Trucks and Buses,115,1006796,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Tony,44,100,5500.44,Shipped
2022-08-02,2022-08-06,10276,3,S12_1099,Classic Cars,194,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,50,100,9631,Shipped
2022-08-02,2022-08-06,10276,14,S12_2823,Motorcycles,150,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,43,100,5181.5,Shipped
2022-08-02,2022-08-06,10276,1,S12_3380,Classic Cars,117,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,47,100,5464.69,Shipped
2022-08-02,2022-08-06,10276,4,S12_3990,Classic Cars,79,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,38,83.79,3184.02,Shipped
2022-08-02,2022-08-06,10276,6,S18_3278,Classic Cars,80,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,38,69.96,2658.48,Shipped
2022-08-02,2022-08-06,10276,5,S18_3482,Classic Cars,146,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,30,100,3924.6,Shipped
2022-08-02,2022-08-06,10276,9,S18_3782,Motorcycles,62,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,33,50.36,1661.88,Shipped
2022-08-02,2022-08-06,10276,8,S18_4721,Classic Cars,148,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,48,100,5713.92,Shipped
2022-08-02,2022-08-06,10276,12,S24_2360,Motorcycles,69,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,46,75.49,3472.54,Shipped
2022-08-02,2022-08-06,10276,2,S24_3371,Classic Cars,61,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,20,61.23,1224.6,Shipped
2022-08-02,2022-08-06,10276,7,S24_4620,Classic Cars,80,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,48,75.18,3608.64,Shipped
2022-08-02,2022-08-06,10276,10,S32_2206,Motorcycles,40,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,27,36.61,988.47,Shipped
2022-08-02,2022-08-06,10276,13,S32_4485,Motorcycles,102,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,38,100,4304.64,Shipped
2022-08-02,2022-08-06,10276,11,S50_4713,Motorcycles,81,1006794,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Tony,21,70.78,1486.38,Shipped
